filename,height,width,class,xmin,ymin,xmax,ymax
frame08105.jpg,1080,1920,0wheel,675,203,1388,809
frame01819.jpg,720,1280,0wheel,190,139,733,462
frame06343.jpg,1080,1920,0wheel,579,309,1321,624
frame00192.jpg,720,1280,0wheel,462,146,720,617
frame07963.jpg,1080,1920,0wheel,479,198,1255,767
frame01648.jpg,720,1280,0wheel,298,28,806,464
frame05611.jpg,1080,1920,0wheel,617,226,1167,744
frame03832.jpg,720,1280,0wheel,255,91,816,559
frame09193.jpg,1080,1920,0wheel,857,114,1267,831
frame09073.jpg,1080,1920,0wheel,529,56,1403,663
frame04136.jpg,720,1280,0wheel,536,125,931,592
frame01911.jpg,720,1280,0wheel,214,83,584,539
frame01414.jpg,720,1280,0wheel,65,76,817,518
frame05415.jpg,1080,1920,0wheel,514,248,1177,714
frame04612.jpg,1080,1920,0wheel,743,214,1171,755
frame09055.jpg,1080,1920,0wheel,477,142,1362,651
frame01267.jpg,720,1280,0wheel,292,129,993,455
frame01467.jpg,720,1280,0wheel,137,37,850,510
frame02341.jpg,720,1280,0wheel,519,200,971,485
frame03078.jpg,720,1280,0wheel,401,90,1128,503
frame02614.jpg,720,1280,0wheel,361,86,1182,375
frame05065.jpg,1080,1920,0wheel,765,210,1098,741
frame04137.jpg,720,1280,0wheel,536,127,930,593
frame05905.jpg,1080,1920,0wheel,540,214,1303,651
frame04365.jpg,1080,1920,0wheel,589,341,1216,808
frame00975.jpg,720,1280,0wheel,222,108,865,397
frame00959.jpg,720,1280,0wheel,221,111,881,408
frame00547.jpg,720,1280,0wheel,247,136,793,570
frame00558.jpg,720,1280,0wheel,240,127,788,551
frame03954.jpg,720,1280,0wheel,320,102,778,555
frame07290.jpg,1080,1920,0wheel,768,231,1410,692
frame05279.jpg,1080,1920,0wheel,565,167,1135,670
frame09115.jpg,1080,1920,0wheel,693,78,1463,775
frame03025.jpg,720,1280,0wheel,212,152,973,467
frame06316.jpg,1080,1920,0wheel,618,290,1345,631
frame03939.jpg,720,1280,0wheel,321,105,785,560
frame04949.jpg,1080,1920,0wheel,751,128,1191,699
frame02012.jpg,720,1280,0wheel,151,122,868,580
frame02991.jpg,720,1280,0wheel,284,210,989,530
frame03011.jpg,720,1280,0wheel,247,190,982,509
frame08625.jpg,1080,1920,0wheel,439,262,1158,547
frame07951.jpg,1080,1920,0wheel,470,192,1264,753
frame08040.jpg,1080,1920,0wheel,572,148,1313,743
frame00740.jpg,720,1280,0wheel,318,88,736,566
frame08913.jpg,1080,1920,0wheel,390,272,1342,795
frame05006.jpg,1080,1920,0wheel,744,200,1148,738
frame05095.jpg,1080,1920,0wheel,823,232,1156,798
frame05281.jpg,1080,1920,0wheel,562,169,1134,670
frame05123.jpg,1080,1920,0wheel,730,281,1032,845
frame04446.jpg,1080,1920,0wheel,594,271,1183,736
frame03758.jpg,720,1280,0wheel,186,77,826,561
frame02293.jpg,720,1280,0wheel,512,169,951,468
frame03574.jpg,720,1280,0wheel,226,246,897,566
frame06411.jpg,1080,1920,0wheel,609,457,1271,752
frame06324.jpg,1080,1920,0wheel,655,292,1383,631
frame05172.jpg,1080,1920,0wheel,714,224,1110,804
frame03290.jpg,720,1280,0wheel,397,90,813,538
frame05576.jpg,1080,1920,0wheel,695,210,1167,712
frame03189.jpg,720,1280,0wheel,523,66,912,570
frame01743.jpg,720,1280,0wheel,275,151,892,384
frame04667.jpg,1080,1920,0wheel,823,236,1167,741
frame06817.jpg,1080,1920,0wheel,399,351,1326,745
frame01802.jpg,720,1280,0wheel,184,127,762,432
frame05617.jpg,1080,1920,0wheel,598,220,1167,727
frame06544.jpg,1080,1920,0wheel,506,336,1414,649
frame06095.jpg,1080,1920,0wheel,591,265,1206,725
frame05318.jpg,1080,1920,0wheel,549,171,1159,660
frame02908.jpg,720,1280,0wheel,368,74,940,542
frame06644.jpg,1080,1920,0wheel,470,368,1382,750
frame03491.jpg,720,1280,0wheel,244,269,917,535
frame03241.jpg,720,1280,0wheel,418,99,800,578
frame06291.jpg,1080,1920,0wheel,628,311,1367,666
frame06101.jpg,1080,1920,0wheel,614,291,1205,744
frame08982.jpg,1080,1920,0wheel,309,304,1297,770
frame06109.jpg,1080,1920,0wheel,651,303,1207,751
frame06765.jpg,1080,1920,0wheel,361,261,1228,694
frame02291.jpg,720,1280,0wheel,514,168,954,468
frame04292.jpg,1080,1920,0wheel,442,286,1174,749
frame05912.jpg,1080,1920,0wheel,531,222,1288,669
frame03119.jpg,720,1280,0wheel,418,52,1072,566
frame02520.jpg,720,1280,0wheel,282,217,889,483
frame04541.jpg,1080,1920,0wheel,591,127,1219,675
frame02098.jpg,720,1280,0wheel,292,187,1001,442
frame05517.jpg,1080,1920,0wheel,588,290,1088,785
frame04183.jpg,720,1280,0wheel,518,133,896,620
frame01746.jpg,720,1280,0wheel,279,158,891,383
frame00312.jpg,720,1280,0wheel,432,64,736,547
frame00303.jpg,720,1280,0wheel,446,73,745,557
frame04807.jpg,1080,1920,0wheel,808,118,1248,781
frame01944.jpg,720,1280,0wheel,290,45,700,563
frame01185.jpg,720,1280,0wheel,286,185,915,519
frame00990.jpg,720,1280,0wheel,224,106,855,390
frame07133.jpg,1080,1920,0wheel,609,350,1374,643
frame02466.jpg,720,1280,0wheel,201,156,969,432
frame07763.jpg,1080,1920,0wheel,734,333,1192,790
frame07067.jpg,1080,1920,0wheel,416,407,1377,753
frame05074.jpg,1080,1920,0wheel,787,229,1114,775
frame02336.jpg,720,1280,0wheel,520,181,967,467
frame06365.jpg,1080,1920,0wheel,571,327,1305,626
frame08848.jpg,1080,1920,0wheel,505,183,1117,612
frame07837.jpg,1080,1920,0wheel,660,278,1262,774
frame01799.jpg,720,1280,0wheel,180,121,764,417
frame09431.jpg,1080,1920,0wheel,692,167,1361,770
frame06573.jpg,1080,1920,0wheel,458,306,1397,623
frame06200.jpg,1080,1920,0wheel,661,234,1301,692
frame04776.jpg,1080,1920,0wheel,810,126,1172,687
frame05157.jpg,1080,1920,0wheel,638,192,1025,748
frame07061.jpg,1080,1920,0wheel,401,422,1363,771
frame05660.jpg,1080,1920,0wheel,733,268,1363,743
frame00395.jpg,720,1280,0wheel,286,69,685,549
frame04977.jpg,1080,1920,0wheel,744,132,1169,671
frame04204.jpg,720,1280,0wheel,516,110,895,617
frame07260.jpg,1080,1920,0wheel,689,259,1368,685
frame00530.jpg,720,1280,0wheel,259,136,806,587
frame04478.jpg,1080,1920,0wheel,520,217,1166,730
frame04899.jpg,1080,1920,0wheel,830,152,1310,811
frame09307.jpg,1080,1920,0wheel,827,89,1127,724
frame06777.jpg,1080,1920,0wheel,314,248,1211,681
frame08201.jpg,1080,1920,0wheel,638,230,1339,728
frame06499.jpg,1080,1920,0wheel,543,408,1367,724
frame05781.jpg,1080,1920,0wheel,495,183,1487,771
frame03229.jpg,720,1280,0wheel,433,79,833,570
frame09421.jpg,1080,1920,0wheel,702,179,1361,785
frame05379.jpg,1080,1920,0wheel,515,210,1171,685
frame04690.jpg,1080,1920,0wheel,816,256,1139,739
frame05951.jpg,1080,1920,0wheel,500,209,1258,703
frame05530.jpg,1080,1920,0wheel,616,272,1100,767
frame02422.jpg,720,1280,0wheel,222,36,1139,350
frame02640.jpg,720,1280,0wheel,337,74,1156,378
frame03532.jpg,720,1280,0wheel,308,299,954,584
frame00526.jpg,720,1280,0wheel,261,131,811,588
frame02262.jpg,720,1280,0wheel,513,136,988,449
frame00961.jpg,720,1280,0wheel,220,110,878,405
frame06082.jpg,1080,1920,0wheel,572,207,1222,664
frame07473.jpg,1080,1920,0wheel,754,268,1096,779
frame02999.jpg,720,1280,0wheel,267,212,985,536
frame08179.jpg,1080,1920,0wheel,756,260,1426,751
frame06085.jpg,1080,1920,0wheel,572,221,1215,671
frame07468.jpg,1080,1920,0wheel,761,267,1108,779
frame03725.jpg,720,1280,0wheel,198,66,850,545
frame03298.jpg,720,1280,0wheel,388,89,821,522
frame05250.jpg,1080,1920,0wheel,577,241,1113,753
frame03636.jpg,720,1280,0wheel,180,117,896,395
frame06467.jpg,1080,1920,0wheel,580,392,1292,684
frame06639.jpg,1080,1920,0wheel,467,381,1374,748
frame02184.jpg,720,1280,0wheel,404,94,1024,434
frame04571.jpg,1080,1920,0wheel,626,121,1165,682
frame03075.jpg,720,1280,0wheel,407,85,1143,485
frame05395.jpg,1080,1920,0wheel,518,230,1176,699
frame00767.jpg,720,1280,0wheel,340,76,874,507
frame06634.jpg,1080,1920,0wheel,458,387,1367,744
frame07879.jpg,1080,1920,0wheel,590,191,1326,721
frame00960.jpg,720,1280,0wheel,220,110,879,407
frame00730.jpg,720,1280,0wheel,261,104,649,572
frame06761.jpg,1080,1920,0wheel,373,268,1233,701
frame01735.jpg,720,1280,0wheel,264,148,896,403
frame00184.jpg,720,1280,0wheel,463,142,725,619
frame08861.jpg,1080,1920,0wheel,483,193,1126,627
frame07383.jpg,1080,1920,0wheel,696,266,1176,728
frame03805.jpg,720,1280,0wheel,215,93,828,564
frame01766.jpg,720,1280,0wheel,283,182,867,423
frame09136.jpg,1080,1920,0wheel,710,91,1369,835
frame03083.jpg,720,1280,0wheel,389,76,1108,501
frame09225.jpg,1080,1920,0wheel,868,153,1238,903
frame06792.jpg,1080,1920,0wheel,316,265,1246,698
frame04273.jpg,1080,1920,0wheel,402,278,1164,728
frame03478.jpg,720,1280,0wheel,217,241,955,524
frame05005.jpg,1080,1920,0wheel,746,200,1150,739
frame02032.jpg,720,1280,0wheel,106,142,877,556
frame07012.jpg,1080,1920,0wheel,541,432,1405,758
frame03377.jpg,720,1280,0wheel,325,138,985,612
frame03415.jpg,720,1280,0wheel,309,144,1042,544
frame07371.jpg,1080,1920,0wheel,647,281,1149,731
frame08529.jpg,1080,1920,0wheel,468,252,1191,550
frame09043.jpg,1080,1920,0wheel,403,131,1282,558
frame05076.jpg,1080,1920,0wheel,791,236,1117,786
frame00719.jpg,720,1280,0wheel,254,122,628,574
frame02824.jpg,720,1280,0wheel,359,0,879,402
frame09152.jpg,1080,1920,0wheel,767,79,1340,824
frame04434.jpg,1080,1920,0wheel,626,311,1194,759
frame09102.jpg,1080,1920,0wheel,632,94,1460,780
frame00112.jpg,720,1280,0wheel,468,132,741,623
frame07614.jpg,1080,1920,0wheel,935,275,1312,781
frame07590.jpg,1080,1920,0wheel,816,300,1139,819
frame07267.jpg,1080,1920,0wheel,668,256,1351,694
frame01212.jpg,720,1280,0wheel,356,188,979,580
frame05721.jpg,1080,1920,0wheel,619,277,1450,812
frame09082.jpg,1080,1920,0wheel,531,64,1404,715
frame07936.jpg,1080,1920,0wheel,488,203,1304,760
frame06348.jpg,1080,1920,0wheel,570,307,1315,615
frame06172.jpg,1080,1920,0wheel,699,245,1245,702
frame01460.jpg,720,1280,0wheel,130,42,845,507
frame02113.jpg,720,1280,0wheel,366,167,1099,417
frame05464.jpg,1080,1920,0wheel,545,345,1121,840
frame02315.jpg,720,1280,0wheel,509,148,948,441
frame03387.jpg,720,1280,0wheel,340,130,1019,576
frame02039.jpg,720,1280,0wheel,118,176,881,561
frame07152.jpg,1080,1920,0wheel,648,377,1368,663
frame03785.jpg,720,1280,0wheel,168,71,809,551
frame05799.jpg,1080,1920,0wheel,550,211,1452,738
frame08405.jpg,1080,1920,0wheel,611,328,1218,619
frame09389.jpg,1080,1920,0wheel,673,264,1274,897
frame03664.jpg,720,1280,0wheel,218,107,930,480
frame03020.jpg,720,1280,0wheel,230,172,979,489
frame03591.jpg,720,1280,0wheel,230,160,914,466
frame05728.jpg,1080,1920,0wheel,585,248,1461,802
frame03770.jpg,720,1280,0wheel,176,74,819,559
frame02703.jpg,720,1280,0wheel,379,11,1025,451
frame02084.jpg,720,1280,0wheel,210,174,953,458
frame00298.jpg,720,1280,0wheel,453,77,746,562
frame01090.jpg,720,1280,0wheel,163,142,815,439
frame02093.jpg,720,1280,0wheel,259,188,974,452
frame01176.jpg,720,1280,0wheel,281,170,916,482
frame07130.jpg,1080,1920,0wheel,600,339,1375,636
frame04241.jpg,1080,1920,0wheel,390,275,1173,704
frame03648.jpg,720,1280,0wheel,154,92,861,406
frame00993.jpg,720,1280,0wheel,224,104,853,388
frame06074.jpg,1080,1920,0wheel,569,179,1238,624
frame08693.jpg,1080,1920,0wheel,478,142,1190,481
frame00143.jpg,720,1280,0wheel,476,125,751,627
frame00732.jpg,720,1280,0wheel,273,104,665,577
frame03523.jpg,720,1280,0wheel,328,290,965,553
frame02101.jpg,720,1280,0wheel,313,180,1025,431
frame08818.jpg,1080,1920,0wheel,468,191,1085,633
frame06943.jpg,1080,1920,0wheel,616,405,1376,715
frame06910.jpg,1080,1920,0wheel,608,465,1383,766
frame08393.jpg,1080,1920,0wheel,590,324,1206,617
frame01297.jpg,720,1280,0wheel,226,105,980,364
frame05158.jpg,1080,1920,0wheel,640,194,1029,752
frame06475.jpg,1080,1920,0wheel,573,382,1310,679
frame00476.jpg,720,1280,0wheel,263,94,803,617
frame04549.jpg,1080,1920,0wheel,575,131,1179,693
frame07224.jpg,1080,1920,0wheel,756,341,1444,724
frame03249.jpg,720,1280,0wheel,397,101,769,569
frame04988.jpg,1080,1920,0wheel,766,161,1183,699
frame03403.jpg,720,1280,0wheel,324,146,1019,562
frame06661.jpg,1080,1920,0wheel,345,264,1294,701
frame03978.jpg,720,1280,0wheel,355,135,816,622
frame06019.jpg,1080,1920,0wheel,400,156,1191,684
frame07389.jpg,1080,1920,0wheel,712,252,1178,716
frame07633.jpg,1080,1920,0wheel,907,304,1279,785
frame04013.jpg,720,1280,0wheel,413,125,870,601
frame02455.jpg,720,1280,0wheel,203,114,1039,404
frame05648.jpg,1080,1920,0wheel,704,262,1310,747
frame01587.jpg,720,1280,0wheel,297,37,817,490
frame03988.jpg,720,1280,0wheel,375,149,837,647
frame02608.jpg,720,1280,0wheel,329,97,1146,394
frame04413.jpg,1080,1920,0wheel,637,332,1215,780
frame00929.jpg,720,1280,0wheel,221,102,925,420
frame03226.jpg,720,1280,0wheel,428,72,830,563
frame06459.jpg,1080,1920,0wheel,588,423,1270,708
frame06534.jpg,1080,1920,0wheel,528,339,1426,655
frame00213.jpg,720,1280,0wheel,462,137,724,612
frame07090.jpg,1080,1920,0wheel,457,327,1375,659
frame09046.jpg,1080,1920,0wheel,416,149,1299,597
frame08030.jpg,1080,1920,0wheel,566,170,1296,768
frame04109.jpg,720,1280,0wheel,511,114,925,586
frame02394.jpg,720,1280,0wheel,295,167,995,475
frame07521.jpg,1080,1920,0wheel,875,254,1169,807
frame04295.jpg,1080,1920,0wheel,444,280,1173,746
frame07874.jpg,1080,1920,0wheel,598,190,1321,718
frame03037.jpg,720,1280,0wheel,176,112,963,430
frame08634.jpg,1080,1920,0wheel,472,252,1178,539
frame00400.jpg,720,1280,0wheel,272,79,680,558
frame03407.jpg,720,1280,0wheel,307,158,1013,577
frame01809.jpg,720,1280,0wheel,195,140,754,455
frame02124.jpg,720,1280,0wheel,352,145,1097,415
frame02415.jpg,720,1280,0wheel,231,40,1111,357
frame04723.jpg,1080,1920,0wheel,786,289,1084,754
frame04074.jpg,720,1280,0wheel,448,73,886,545
frame04579.jpg,1080,1920,0wheel,649,129,1166,690
frame04131.jpg,720,1280,0wheel,538,120,932,585
frame05427.jpg,1080,1920,0wheel,537,307,1182,791
frame05420.jpg,1080,1920,0wheel,522,268,1177,739
frame00771.jpg,720,1280,0wheel,348,90,899,523
frame00449.jpg,720,1280,0wheel,296,69,780,578
frame09407.jpg,1080,1920,0wheel,699,215,1335,827
frame05901.jpg,1080,1920,0wheel,543,209,1310,641
frame02577.jpg,720,1280,0wheel,190,112,984,437
frame08140.jpg,1080,1920,0wheel,756,272,1411,814
frame05789.jpg,1080,1920,0wheel,529,194,1479,753
frame02943.jpg,720,1280,0wheel,402,154,1023,465
frame02127.jpg,720,1280,0wheel,338,136,1089,415
frame05479.jpg,1080,1920,0wheel,558,319,1113,814
frame01482.jpg,720,1280,0wheel,170,50,865,543
frame05058.jpg,1080,1920,0wheel,764,250,1102,790
frame07153.jpg,1080,1920,0wheel,653,377,1370,645
frame09377.jpg,1080,1920,0wheel,661,280,1226,922
frame05738.jpg,1080,1920,0wheel,522,197,1469,785
frame02433.jpg,720,1280,0wheel,228,65,1146,370
frame05278.jpg,1080,1920,0wheel,565,163,1135,666
frame01292.jpg,720,1280,0wheel,260,101,1018,372
frame08794.jpg,1080,1920,0wheel,418,191,1074,646
frame02880.jpg,720,1280,0wheel,393,49,919,571
frame03779.jpg,720,1280,0wheel,169,67,813,548
frame02468.jpg,720,1280,0wheel,207,157,963,430
frame08117.jpg,1080,1920,0wheel,712,261,1393,850
frame02678.jpg,720,1280,0wheel,353,13,1085,416
frame08420.jpg,1080,1920,0wheel,605,357,1204,656
frame01798.jpg,720,1280,0wheel,180,119,764,413
frame04179.jpg,720,1280,0wheel,516,136,899,616
frame06165.jpg,1080,1920,0wheel,715,229,1236,678
frame08684.jpg,1080,1920,0wheel,478,146,1183,463
frame04864.jpg,1080,1920,0wheel,853,135,1360,929
frame03348.jpg,720,1280,0wheel,347,119,955,613
frame06994.jpg,1080,1920,0wheel,530,376,1362,699
frame00582.jpg,720,1280,0wheel,214,99,768,499
frame01438.jpg,720,1280,0wheel,107,77,828,526
frame00864.jpg,720,1280,0wheel,244,162,995,527
frame03204.jpg,720,1280,0wheel,468,72,872,579
frame00552.jpg,720,1280,0wheel,247,133,793,563
frame09085.jpg,1080,1920,0wheel,531,71,1401,733
frame02567.jpg,720,1280,0wheel,220,141,992,475
frame08473.jpg,1080,1920,0wheel,531,391,1147,730
frame04198.jpg,720,1280,0wheel,507,116,888,620
frame07753.jpg,1080,1920,0wheel,748,329,1203,793
frame03109.jpg,720,1280,0wheel,432,83,1123,580
frame00291.jpg,720,1280,0wheel,464,87,753,572
frame05967.jpg,1080,1920,0wheel,476,182,1245,688
frame02054.jpg,720,1280,0wheel,186,200,927,532
frame04035.jpg,720,1280,0wheel,363,68,833,533
frame08699.jpg,1080,1920,0wheel,479,148,1191,499
frame00073.jpg,720,1280,0wheel,449,145,708,586
frame01692.jpg,720,1280,0wheel,242,125,851,543
frame09292.jpg,1080,1920,0wheel,754,107,1071,787
frame08299.jpg,1080,1920,0wheel,471,232,1313,573
frame00654.jpg,720,1280,0wheel,195,132,682,526
frame08335.jpg,1080,1920,0wheel,501,254,1256,587
frame01319.jpg,720,1280,0wheel,162,114,937,403
frame06508.jpg,1080,1920,0wheel,551,369,1399,684
frame09120.jpg,1080,1920,0wheel,689,89,1435,803
frame00247.jpg,720,1280,0wheel,465,103,747,607
frame04236.jpg,720,1280,0wheel,526,132,905,647
frame05794.jpg,1080,1920,0wheel,542,202,1467,744
frame00193.jpg,720,1280,0wheel,462,147,720,617
frame01591.jpg,720,1280,0wheel,297,38,814,488
frame00857.jpg,720,1280,0wheel,249,165,1006,526
frame05550.jpg,1080,1920,0wheel,655,250,1119,737
frame03516.jpg,720,1280,0wheel,321,274,956,536
frame08750.jpg,1080,1920,0wheel,397,111,1127,538
frame08258.jpg,1080,1920,0wheel,492,315,1277,723
frame01827.jpg,720,1280,0wheel,143,118,682,448
frame01965.jpg,720,1280,0wheel,192,82,763,640
frame05097.jpg,1080,1920,0wheel,822,222,1154,788
frame02421.jpg,720,1280,0wheel,223,35,1136,350
frame05847.jpg,1080,1920,0wheel,590,227,1359,636
frame05137.jpg,1080,1920,0wheel,646,240,988,797
frame01500.jpg,720,1280,0wheel,187,51,833,544
frame02444.jpg,720,1280,0wheel,222,76,1105,371
frame07740.jpg,1080,1920,0wheel,823,306,1288,770
frame08448.jpg,1080,1920,0wheel,555,383,1172,714
frame09177.jpg,1080,1920,0wheel,847,66,1351,839
frame07240.jpg,1080,1920,0wheel,761,281,1427,683
frame07254.jpg,1080,1920,0wheel,725,264,1395,681
frame02351.jpg,720,1280,0wheel,507,222,977,503
frame02309.jpg,720,1280,0wheel,507,155,944,449
frame07298.jpg,1080,1920,0wheel,797,232,1405,687
frame03102.jpg,720,1280,0wheel,426,81,1121,552
frame08712.jpg,1080,1920,0wheel,471,150,1187,527
frame02769.jpg,720,1280,0wheel,357,88,879,521
frame06358.jpg,1080,1920,0wheel,562,300,1307,599
frame07892.jpg,1080,1920,0wheel,556,197,1328,732
frame07306.jpg,1080,1920,0wheel,820,246,1389,690
frame03087.jpg,720,1280,0wheel,387,70,1092,501
frame06536.jpg,1080,1920,0wheel,525,343,1425,658
frame04833.jpg,1080,1920,0wheel,775,60,1241,839
frame03124.jpg,720,1280,0wheel,414,57,1035,576
frame08250.jpg,1080,1920,0wheel,480,335,1251,754
frame00348.jpg,720,1280,0wheel,383,47,710,516
frame05625.jpg,1080,1920,0wheel,603,218,1184,705
frame03754.jpg,720,1280,0wheel,187,74,831,561
frame00009.jpg,720,1280,0wheel,408,110,701,568
frame03444.jpg,720,1280,0wheel,203,213,1013,579
frame01262.jpg,720,1280,0wheel,326,130,1015,464
frame04609.jpg,1080,1920,0wheel,737,210,1172,753
frame08626.jpg,1080,1920,0wheel,439,260,1158,545
frame05244.jpg,1080,1920,0wheel,580,243,1109,760
frame06602.jpg,1080,1920,0wheel,481,416,1382,723
frame08745.jpg,1080,1920,0wheel,405,118,1135,538
frame05059.jpg,1080,1920,0wheel,763,248,1100,780
frame02632.jpg,720,1280,0wheel,343,80,1168,362
frame04006.jpg,720,1280,0wheel,419,150,873,637
frame04920.jpg,1080,1920,0wheel,783,137,1244,757
frame05187.jpg,1080,1920,0wheel,722,228,1146,803
frame08286.jpg,1080,1920,0wheel,467,252,1295,627
frame07830.jpg,1080,1920,0wheel,685,268,1266,748
frame01325.jpg,720,1280,0wheel,150,95,938,400
frame02062.jpg,720,1280,0wheel,199,208,944,531
frame06927.jpg,1080,1920,0wheel,634,458,1398,761
